# m1_extract v1 — DERIVED DATA (a Modified Version), not an original work.
# Source:  Cremona ecdata, https://github.com/JohnCremona/ecdata
#          release tag 2026-04-22, commit 25cec5ecfec8b9f016eb1631ac633194c2bed39f
# License: Artistic License 2.0 (ecdata's LICENSE) — redistribution of Modified
#          Versions is permitted with this notice retained. (c) J. Cremona and
#          contributors. Raw-slice sha256s pinned in data/cremona/MANIFEST.json.
# Derived by: `at ecdata-extract --lo 2500 --hi 10000` (this repo).
# Contents: one primitive-isogeny-class representative per line — the rows Stage
#          M1 consumes; good-prime a_p is COMPUTED from the model, not stored.
# range 2500 10000
# LABEL N a1 a2 a3 a4 a6 RANK BAD(p:w,...|-)
7238a 7238 1 0 1 -480 4398 0 2:1,7:1,11:1,47:-1
7238b 7238 1 -1 0 44 -816 0 2:1,7:-1,11:-1,47:-1
7238c 7238 1 1 0 242 0 0 2:1,7:-1,11:-1,47:-1
7238d 7238 1 0 1 115 -23928 0 2:1,7:-1,11:-1,47:-1
7238e 7238 1 1 1 -11 -23 1 2:-1,7:1,11:-1,47:1
7238f 7238 1 -1 1 23 693 1 2:-1,7:-1,11:1,47:1
7239a 7239 0 -1 1 -3384 -73528 1 3:1,19:1,127:1
7239b 7239 0 -1 1 -35374772 -80970217978 1 3:1,19:1,127:1
7239c 7239 1 0 1 -99 2719 0 3:-1,19:1,127:1
7239d 7239 0 1 1 -700 -7367 0 3:-1,19:1,127:1
7239e 7239 0 1 1 -246 272 2 3:-1,19:1,127:1
7239f 7239 0 1 1 -142419 20639315 0 3:-1,19:-1,127:-1
7239g 7239 0 1 1 -689 -1750 0 3:-1,19:-1,127:-1
7240a 7240 0 1 0 424 -4576 0 2:1,5:1,181:-1
7240b 7240 0 0 0 -43 118 1 2:-1,5:1,181:-1
7240c 7240 0 0 0 -62 -171 0 2:-1,5:-1,181:-1
7240d 7240 0 0 0 1253 6614 0 2:-1,5:-1,181:-1
7242a 7242 1 1 0 -170 786 1 2:1,3:1,17:1,71:1
7242b 7242 1 1 0 -32268 -2259504 1 2:1,3:1,17:1,71:1
7242c 7242 1 1 0 -94 316 1 2:1,3:1,17:1,71:1
7242d 7242 1 1 0 -33297588 -73968830640 1 2:1,3:1,17:1,71:1
7242e 7242 1 1 0 -6016291 5676318619 0 2:1,3:1,17:-1,71:1
7242f 7242 1 1 0 129 -1467 0 2:1,3:1,17:-1,71:1
7242g 7242 1 0 1 -9 4 0 2:1,3:-1,17:-1,71:-1
7242h 7242 1 1 1 -17 -145 1 2:-1,3:1,17:-1,71:1
7242i 7242 1 1 1 -4348 -26947 0 2:-1,3:1,17:-1,71:-1
7242j 7242 1 0 0 -409 2105 1 2:-1,3:-1,17:1,71:1
7242k 7242 1 0 0 -574 -5212 0 2:-1,3:-1,17:-1,71:1
7242l 7242 1 0 0 515 14873 1 2:-1,3:-1,17:-1,71:-1
7242m 7242 1 0 0 -15075 715809 1 2:-1,3:-1,17:-1,71:-1
7245a 7245 0 0 1 -783 -8701 1 3:1,5:1,7:1,23:1
7245b 7245 1 -1 1 -758 4996 0 3:1,5:1,7:1,23:-1
7245c 7245 1 -1 1 -37343 2716606 0 3:1,5:1,7:1,23:-1
7245d 7245 0 0 1 -12433203 17479222733 0 3:1,5:1,7:1,23:-1
7245e 7245 1 -1 0 -84 -157 0 3:1,5:-1,7:1,23:1
7245f 7245 1 -1 0 -4149 -99232 0 3:1,5:-1,7:1,23:1
7245g 7245 0 0 1 -1381467 -647378620 0 3:1,5:-1,7:1,23:1
7245h 7245 0 0 1 -87 322 1 3:1,5:-1,7:1,23:-1
7245i 7245 1 -1 0 -2520 -47925 1 3:-1,5:1,7:1,23:-1
7245j 7245 1 -1 1 -12938 567992 1 3:-1,5:1,7:1,23:-1
7245k 7245 1 -1 0 -2070 31671 1 3:-1,5:1,7:-1,23:1
7245l 7245 0 0 1 262518 116490087 1 3:-1,5:-1,7:1,23:1
7245m 7245 1 -1 0 -1464 21923 1 3:-1,5:-1,7:1,23:1
7245n 7245 1 -1 0 21 -63640 1 3:-1,5:-1,7:1,23:1
7245o 7245 0 0 1 -117 -1330 1 3:-1,5:-1,7:1,23:1
7245p 7245 1 -1 0 -729 6880 0 3:-1,5:-1,7:1,23:-1
7245q 7245 0 0 1 207033 -64818068 0 3:-1,5:-1,7:1,23:-1
7245r 7245 0 0 1 -887862 -397527953 0 3:-1,5:-1,7:-1,23:1
7245s 7245 1 -1 0 -2079 -9072 0 3:-1,5:-1,7:-1,23:1
7245t 7245 1 -1 1 -212 -34 0 3:-1,5:-1,7:-1,23:1
7245u 7245 0 0 1 -192 -3168 1 3:-1,5:-1,7:-1,23:-1
7246a 7246 1 0 1 0 -6 1 2:1,3623:1
7246b 7246 1 1 0 -160 716 1 2:1,3623:1
7246c 7246 1 -1 0 -607 -8115 0 2:1,3623:-1
7246d 7246 1 1 1 -49 207 2 2:-1,3623:1
7248a 7248 0 -1 0 -8 -96 1 2:1,3:1,151:1
7248b 7248 0 1 0 -472 1076 2 2:1,3:-1,151:1
7248c 7248 0 -1 0 872 -4112 0 2:-1,3:1,151:1
7248d 7248 0 -1 0 -96 384 2 2:-1,3:1,151:1
7248e 7248 0 -1 0 -27432 -1739664 0 2:-1,3:1,151:1
7248f 7248 0 -1 0 -2432 -36864 1 2:-1,3:1,151:-1
7248g 7248 0 1 0 -336 2196 1 2:-1,3:-1,151:1
7248h 7248 0 1 0 54312 13670676 0 2:-1,3:-1,151:-1
7248i 7248 0 1 0 -647461200 -6341376174444 0 2:-1,3:-1,151:-1
7248j 7248 0 1 0 -492 -4392 0 2:-1,3:-1,151:-1
7248k 7248 0 1 0 31 -438 0 2:-1,3:-1,151:-1
7248l 7248 0 1 0 -264 1524 0 2:-1,3:-1,151:-1
7248m 7248 0 1 0 -176 852 0 2:-1,3:-1,151:-1
7249a 7249 1 -1 0 -11 -2 2 11:-1,659:1
7251a 7251 0 -1 1 3 11 1 3:1,2417:1
7252a 7252 0 1 0 -261 167 0 2:-1,7:-1,37:-1
7252b 7252 0 -1 0 -37 -111 0 2:-1,7:-1,37:-1
7252c 7252 0 1 0 -1829 41719 0 2:-1,7:-1,37:-1
7254a 7254 1 -1 0 -8534958 10062580436 1 2:1,3:1,13:1,31:1
7254b 7254 1 -1 0 -936 -10816 0 2:1,3:1,13:-1,31:1
7254c 7254 1 -1 0 -21 37 1 2:1,3:1,13:-1,31:-1
7254d 7254 1 -1 0 2865 61037 1 2:1,3:-1,13:-1,31:1
7254e 7254 1 -1 0 -873 -9747 1 2:1,3:-1,13:-1,31:1
7254f 7254 1 -1 0 -126945 -17377763 0 2:1,3:-1,13:-1,31:-1
7254g 7254 1 -1 0 22599 -1063827 0 2:1,3:-1,13:-1,31:-1
7254h 7254 1 -1 0 -99 -401 0 2:1,3:-1,13:-1,31:-1
7254i 7254 1 -1 1 -948329 -372372055 0 2:-1,3:1,13:1,31:1
7254j 7254 1 -1 1 -8426 300457 1 2:-1,3:1,13:-1,31:1
7254k 7254 1 -1 1 -191 -809 0 2:-1,3:1,13:-1,31:-1
7254l 7254 1 -1 1 -5 2045 1 2:-1,3:-1,13:1,31:1
7254m 7254 1 -1 1 463 5217 1 2:-1,3:-1,13:1,31:1
7254n 7254 1 -1 1 -23 -817 1 2:-1,3:-1,13:1,31:1
7254o 7254 1 -1 1 -55265 -4986799 1 2:-1,3:-1,13:-1,31:-1
7256a 7256 0 -1 0 -7 12 1 2:1,907:1
7257a 7257 0 -1 1 -15 29 1 3:1,41:1,59:1
7257b 7257 0 -1 1 -1245 38324 1 3:1,41:1,59:1
7257c 7257 0 -1 1 19763871 25604076089 1 3:1,41:1,59:1
7257d 7257 1 1 0 -11 -18 1 3:1,41:1,59:1
7257e 7257 0 -1 1 -7789 267729 2 3:1,41:1,59:-1
7257f 7257 1 1 0 -5113 -142874 0 3:1,41:-1,59:1
7257g 7257 1 1 0 21 18 0 3:1,41:-1,59:1
7257h 7257 1 0 1 -119 -277 1 3:-1,41:-1,59:1
7257i 7257 1 0 0 -70 113 1 3:-1,41:-1,59:1
7257j 7257 1 0 1 460 5783 0 3:-1,41:-1,59:-1
7257k 7257 1 0 1 -195438880 1051617135041 0 3:-1,41:-1,59:-1
7257l 7257 1 0 1 -5585 -161089 0 3:-1,41:-1,59:-1
7257m 7257 1 0 1 -2540 -34045 2 3:-1,41:-1,59:-1
7257n 7257 0 1 1 172 7658 2 3:-1,41:-1,59:-1
7258a 7258 1 0 1 877 -94098 1 2:1,19:1,191:1
7259a 7259 1 1 0 -3969 -97916 1 7:1,17:-1,61:-1
7259b 7259 1 -1 1 10908 249442 1 7:1,17:-1,61:-1
7259c 7259 1 0 0 1 -4 1 7:-1,17:-1,61:1
7259d 7259 1 0 0 -260847 -50831834 1 7:-1,17:-1,61:1
7260a 7260 0 -1 0 -161 -12714 1 2:-1,3:1,5:1,11:-1
7260b 7260 0 -1 0 -2581 82150 1 2:-1,3:1,5:1,11:-1
7260c 7260 0 -1 0 -4341 120705 1 2:-1,3:1,5:1,11:-1
7260d 7260 0 -1 0 -525301 -158557199 1 2:-1,3:1,5:1,11:-1
7260e 7260 0 -1 0 -766 8461 1 2:-1,3:1,5:1,11:-1
7260f 7260 0 -1 0 -92726 -10890735 1 2:-1,3:1,5:1,11:-1
7260g 7260 0 -1 0 -33026990 73612458537 0 2:-1,3:1,5:-1,11:-1
7260h 7260 0 -1 0 -272950 -55206875 0 2:-1,3:1,5:-1,11:-1
7260i 7260 0 -1 0 -78085 9021025 0 2:-1,3:1,5:-1,11:-1
7260j 7260 0 -1 0 -645 -6543 0 2:-1,3:1,5:-1,11:-1
7260k 7260 0 1 0 7099 -349560 1 2:-1,3:-1,5:1,11:1
7260l 7260 0 1 0 59 284 1 2:-1,3:-1,5:1,11:1
7260m 7260 0 1 0 -12866 580809 0 2:-1,3:-1,5:1,11:-1
7260n 7260 0 1 0 26459 6095384 0 2:-1,3:-1,5:1,11:-1
7260o 7260 0 1 0 -106 -475 0 2:-1,3:-1,5:1,11:-1
7260p 7260 0 1 0 -5001 -179676 0 2:-1,3:-1,5:1,11:-1
7260q 7260 0 1 0 15 108 0 2:-1,3:-1,5:-1,11:1
7260r 7260 0 1 0 1775 -136600 0 2:-1,3:-1,5:-1,11:1
7260s 7260 0 1 0 70 5553 1 2:-1,3:-1,5:-1,11:-1
7260t 7260 0 1 0 8430 -7357275 1 2:-1,3:-1,5:-1,11:-1
7262a 7262 1 -1 0 -8 -6 1 2:1,3631:1
7263a 7263 1 -1 0 -42 359 0 3:1,269:-1
7263b 7263 1 -1 1 -5 -12 0 3:-1,269:1
7266a 7266 1 1 0 -3173 -64371 2 2:1,3:1,7:-1,173:1
7266b 7266 1 1 0 -259 1501 1 2:1,3:1,7:-1,173:-1
7266c 7266 1 0 1 -920 10694 1 2:1,3:-1,7:1,173:-1
7266d 7266 1 0 1 137 -12658 1 2:1,3:-1,7:1,173:-1
7266e 7266 1 0 1 -66 232 1 2:1,3:-1,7:-1,173:1
7266f 7266 1 0 1 -3375 73990 1 2:1,3:-1,7:-1,173:1
7266g 7266 1 0 1 -257947 42547622 0 2:1,3:-1,7:-1,173:-1
7266h 7266 1 1 1 -5046 -140109 0 2:-1,3:1,7:1,173:1
7266i 7266 1 0 0 -130 -316 1 2:-1,3:-1,7:1,173:1
7266j 7266 1 0 0 -50596 4277984 1 2:-1,3:-1,7:1,173:1
7266k 7266 1 0 0 -417 1353 0 2:-1,3:-1,7:-1,173:1
7267a 7267 0 1 1 -56 693 1 13:1,43:1
7268a 7268 0 -1 0 -18 85 2 2:-1,23:1,79:1
7268b 7268 0 -1 0 -393422876 -3003437264936 0 2:-1,23:1,79:1
7268c 7268 0 1 0 -1404 15524 1 2:-1,23:1,79:-1
7268d 7268 0 -1 0 -18382 965417 1 2:-1,23:-1,79:1
7271a 7271 1 1 1 -45 -136 1 11:1,661:1
7272a 7272 0 0 0 -97068 -11640076 0 2:1,3:-1,101:1
7272b 7272 0 0 0 -99 702 1 2:1,3:-1,101:-1
7272c 7272 0 0 0 -1164 15284 1 2:1,3:-1,101:-1
7272d 7272 0 0 0 -10947 -475810 1 2:1,3:-1,101:-1
7272e 7272 0 0 0 3525 118838 1 2:-1,3:-1,101:1
7272f 7272 0 0 0 -2532 -46028 1 2:-1,3:-1,101:1
7272g 7272 0 0 0 69 3062 1 2:-1,3:-1,101:1
7272h 7272 0 0 0 -156 -412 1 2:-1,3:-1,101:1
7272i 7272 0 0 0 -704244 227474516 1 2:-1,3:-1,101:1
7275a 7275 0 -1 1 -2458 44193 0 3:1,5:-1,97:1
7275b 7275 1 0 1 -4101 100723 0 3:-1,5:1,97:1
7275c 7275 1 0 0 -788713 269537792 0 3:-1,5:1,97:1
7275d 7275 1 0 0 -1188 -15633 0 3:-1,5:1,97:1
7275e 7275 0 1 1 -508 3769 0 3:-1,5:1,97:1
7275f 7275 0 1 1 -54358 18799069 0 3:-1,5:1,97:1
7275g 7275 0 1 1 -8 -106 0 3:-1,5:1,97:1
7275h 7275 0 1 1 -7441008 7810123394 0 3:-1,5:1,97:1
7275i 7275 0 1 1 -12533 533219 1 3:-1,5:1,97:-1
7275j 7275 1 0 1 -76 173 1 3:-1,5:1,97:-1
7275k 7275 0 1 1 -75158 -7951906 1 3:-1,5:1,97:-1
7275l 7275 0 1 1 -98 314 2 3:-1,5:-1,97:-1
7278a 7278 1 1 0 -191308 -49147376 1 2:1,3:1,1213:1
7278b 7278 1 1 0 -53 -339 1 2:1,3:1,1213:1
7278c 7278 1 0 1 -449 3620 1 2:1,3:-1,1213:-1
7278d 7278 1 1 1 -85 443 1 2:-1,3:1,1213:-1
7278e 7278 1 1 1 -82 -325 1 2:-1,3:1,1213:-1
7280a 7280 0 0 0 22 23 1 2:1,5:1,7:1,13:1
7280b 7280 0 1 0 -476 -3860 1 2:1,5:1,7:1,13:1
7280c 7280 0 1 0 -23416 -1455116 0 2:1,5:1,7:-1,13:1
7280d 7280 0 1 0 -3596 -84116 0 2:1,5:1,7:-1,13:1
7280e 7280 0 0 0 -13523 -605278 1 2:1,5:1,7:-1,13:-1
7280f 7280 0 0 0 -2747 2746 0 2:1,5:-1,7:1,13:1
7280g 7280 0 -1 0 -10340 161600 1 2:1,5:-1,7:1,13:-1
7280h 7280 0 1 0 -840 10388 1 2:1,5:-1,7:-1,13:1
7280i 7280 0 1 0 -40 -60 1 2:1,5:-1,7:-1,13:1
7280j 7280 0 1 0 -560 4900 1 2:1,5:-1,7:-1,13:1
7280k 7280 0 0 0 -32003 -2015998 0 2:-1,5:1,7:1,13:1
7280l 7280 0 1 0 -3136 -379340 0 2:-1,5:1,7:1,13:1
7280m 7280 0 -1 0 104 -2704 1 2:-1,5:1,7:1,13:-1
7280n 7280 0 -1 0 -3736 -86544 1 2:-1,5:1,7:1,13:-1
7280o 7280 0 -1 0 -19136 -1008640 1 2:-1,5:1,7:1,13:-1
7280p 7280 0 1 0 -96 -140 1 2:-1,5:1,7:1,13:-1
7280q 7280 0 0 0 -803 -6302 1 2:-1,5:1,7:-1,13:1
7280r 7280 0 0 0 -542363 -141484982 0 2:-1,5:1,7:-1,13:-1
7280s 7280 0 0 0 -523 -4678 0 2:-1,5:1,7:-1,13:-1
7280t 7280 0 0 0 -467 3474 1 2:-1,5:-1,7:1,13:1
7280u 7280 0 -1 0 -9255160 -11748177808 0 2:-1,5:-1,7:1,13:-1
7280v 7280 0 -1 0 -18320 -769600 0 2:-1,5:-1,7:-1,13:1
7280w 7280 0 0 0 -1067 -13414 1 2:-1,5:-1,7:-1,13:-1
7281a 7281 0 0 1 24 45 1 3:-1,809:-1
7282a 7282 1 1 0 -6 -364 0 2:1,11:1,331:-1
7282b 7282 1 -1 1 -16 -77 1 2:-1,11:-1,331:1
7283a 7283 0 1 1 5 0 1 7283:1
7284a 7284 0 1 0 -193 -1264 0 2:-1,3:-1,607:-1
7284b 7284 0 1 0 -46572 -3884076 0 2:-1,3:-1,607:-1
7285a 7285 1 0 0 -16 25 1 5:1,31:1,47:1
7285b 7285 0 1 1 -316 2060 1 5:1,31:1,47:1
7285c 7285 1 1 1 -30341 2033484 1 5:1,31:-1,47:-1
7285d 7285 1 1 1 -5311 153514 1 5:1,31:-1,47:-1
7285e 7285 0 0 1 -712 8115 2 5:-1,31:1,47:1
7285f 7285 1 -1 1 8 16 1 5:-1,31:-1,47:1
7286a 7286 1 0 1 34 -48 2 2:1,3643:-1
7286b 7286 1 1 1 -4 261 2 2:-1,3643:1
7286c 7286 1 -1 1 -336 2451 2 2:-1,3643:1
7287a 7287 1 1 0 -4714 -93341 2 3:1,7:1,347:-1
7289a 7289 1 0 1 -152 705 1 37:1,197:1
7291a 7291 0 0 1 -2 4 1 23:1,317:1
7291b 7291 1 1 0 -7 -12 1 23:1,317:1
7291c 7291 0 0 1 -29 60 1 23:1,317:1
7293a 7293 1 1 0 -110 -489 1 3:1,11:1,13:-1,17:-1
7293b 7293 1 1 1 -418941653 704412075314 1 3:1,11:-1,13:-1,17:1
7293c 7293 1 0 0 618 -3933 1 3:-1,11:1,13:-1,17:1
7294a 7294 1 1 0 -26231 1624085 0 2:1,7:-1,521:1
7294b 7294 1 -1 1 -37 477 1 2:-1,7:-1,521:1
7294c 7294 1 1 1 925 -31487 1 2:-1,7:-1,521:1
7295a 7295 0 -1 1 -261 -1904 1 5:1,1459:1
7296a 7296 0 -1 0 -19 19 1 2:1,3:1,19:1
7296b 7296 0 -1 0 -27 -45 0 2:1,3:1,19:-1
7296c 7296 0 -1 0 -54 -162 0 2:1,3:1,19:-1
7296d 7296 0 1 0 -27 45 0 2:1,3:-1,19:1
7296e 7296 0 1 0 -54774 4888026 0 2:1,3:-1,19:1
7296f 7296 0 1 0 -14 6 0 2:1,3:-1,19:1
7296g 7296 0 1 0 18 18 1 2:1,3:-1,19:-1
7296h 7296 0 1 0 -19 -19 1 2:1,3:-1,19:-1
7296i 7296 0 -1 0 18 -18 0 2:-1,3:1,19:1
7296j 7296 0 -1 0 -227 1395 1 2:-1,3:1,19:-1
7296k 7296 0 -1 0 -22267 -239525 1 2:-1,3:1,19:-1
7296l 7296 0 -1 0 -14 -6 1 2:-1,3:1,19:-1
7296m 7296 0 -1 0 -54774 -4888026 1 2:-1,3:1,19:-1
7296n 7296 0 1 0 -227 -1395 1 2:-1,3:-1,19:1
7296o 7296 0 1 0 -22267 239525 1 2:-1,3:-1,19:1
7296p 7296 0 1 0 -54 162 1 2:-1,3:-1,19:1
7298a 7298 1 1 0 -3031 62805 1 2:1,41:-1,89:-1
7299a 7299 0 0 1 -18 47 2 3:-1,811:1
7299b 7299 0 0 1 -21 -2997 0 3:-1,811:1
7300a 7300 0 -1 0 -3958 97037 0 2:-1,5:1,73:1
7300b 7300 0 1 0 -3033 -65312 0 2:-1,5:1,73:1
7300c 7300 0 0 0 -625 3125 0 2:-1,5:1,73:1
7300d 7300 0 -1 0 -18 -23 1 2:-1,5:1,73:-1
7300e 7300 0 1 0 -458 -3787 1 2:-1,5:-1,73:1
7300f 7300 0 1 0 -158 713 0 2:-1,5:-1,73:-1
7300g 7300 0 0 0 -25 25 2 2:-1,5:-1,73:-1
7301a 7301 0 1 1 -457 -3643 0 7:1,149:-1
7301b 7301 0 -1 1 425 1462 1 7:-1,149:-1
7301c 7301 0 -1 1 -9 13 1 7:-1,149:-1
7302a 7302 1 0 1 43 -352 0 2:1,3:-1,1217:1
7302b 7302 1 0 1 -1232 -16738 0 2:1,3:-1,1217:1
7304a 7304 0 -1 0 -56 188 0 2:1,11:1,83:-1
7306a 7306 1 -1 0 -22 52 2 2:1,13:1,281:-1
7308a 7308 0 0 0 17700 -13128631 1 2:-1,3:-1,7:1,29:1
7308b 7308 0 0 0 -804 -8755 1 2:-1,3:-1,7:1,29:1
7308c 7308 0 0 0 -8076 -265655 1 2:-1,3:-1,7:1,29:1
7308d 7308 0 0 0 -360 3348 0 2:-1,3:-1,7:1,29:-1
7308e 7308 0 0 0 -327 -5938 1 2:-1,3:-1,7:-1,29:-1
7310a 7310 1 -1 0 -440 -3264 1 2:1,5:1,17:1,43:1
7310b 7310 1 1 0 -68 -272 1 2:1,5:1,17:1,43:1
7310c 7310 1 0 1 -69 122 0 2:1,5:1,17:1,43:-1
7310d 7310 1 -1 0 106760 24868160 0 2:1,5:1,17:1,43:-1
7310e 7310 1 -1 0 -73274480 -241165043800 0 2:1,5:1,17:-1,43:1
7310f 7310 1 -1 0 55 -115 1 2:1,5:1,17:-1,43:-1
7310g 7310 1 1 0 -378 -2668 1 2:1,5:1,17:-1,43:-1
7310h 7310 1 0 1 -2713 -55812 1 2:1,5:-1,17:1,43:-1
7310i 7310 1 -1 0 -44 58 1 2:1,5:-1,17:-1,43:1
7310j 7310 1 1 0 -37 -39 1 2:1,5:-1,17:-1,43:1
7310k 7310 1 -1 1 1512 3267 1 2:-1,5:1,17:-1,43:1
7310l 7310 1 1 1 -250 -1565 0 2:-1,5:-1,17:-1,43:1
7311a 7311 1 1 1 -4618 -122716 0 3:1,2437:-1
7311b 7311 1 0 0 -65 606 2 3:-1,2437:1
7312a 7312 0 0 0 -151 -714 0 2:1,457:-1
7312b 7312 0 0 0 -787 8498 0 2:1,457:-1
7312c 7312 0 0 0 -835 3906 0 2:-1,457:1
7312d 7312 0 -1 0 -24 112 1 2:-1,457:-1
7314a 7314 1 1 0 -3 9 2 2:1,3:1,23:1,53:-1
7314b 7314 1 0 1 -9 -20 0 2:1,3:-1,23:1,53:1
7314c 7314 1 0 1 750 -2588 1 2:1,3:-1,23:-1,53:1
7314d 7314 1 1 1 23 -4009 0 2:-1,3:1,23:-1,53:-1
7315a 7315 0 -1 1 -1 -4 0 5:1,7:1,11:-1,19:1
7315b 7315 0 1 1 -1553711 744909495 0 5:1,7:-1,11:-1,19:-1
7315c 7315 1 0 1 -18 23 1 5:-1,7:1,11:-1,19:1
7315d 7315 1 1 0 -457 -3576 1 5:-1,7:-1,11:1,19:1
7315e 7315 1 0 0 -8075 311642 1 5:-1,7:-1,11:1,19:1
7315f 7315 1 -1 0 -26024 -1609045 0 5:-1,7:-1,11:1,19:-1
7315g 7315 1 -1 0 -964 11763 1 5:-1,7:-1,11:-1,19:-1
7318a 7318 1 0 1 -51 134 2 2:1,3659:-1
7320a 7320 0 -1 0 -76 340 1 2:1,3:1,5:1,61:1
7320b 7320 0 -1 0 -56 -180 0 2:1,3:1,5:1,61:-1
7320c 7320 0 -1 0 -1235 16200 0 2:1,3:1,5:-1,61:1
7320d 7320 0 1 0 -78425 -53743125 1 2:1,3:-1,5:-1,61:1
7320e 7320 0 1 0 -155 378 1 2:1,3:-1,5:-1,61:1
7320f 7320 0 1 0 -35 -30 1 2:1,3:-1,5:-1,61:1
7320g 7320 0 1 0 -535 4550 0 2:1,3:-1,5:-1,61:-1
7320h 7320 0 -1 0 -16 76 0 2:-1,3:1,5:1,61:1
7320i 7320 0 -1 0 -4041 -97539 0 2:-1,3:1,5:1,61:1
7320j 7320 0 -1 0 -36 -540 0 2:-1,3:1,5:1,61:1
7320k 7320 0 -1 0 -32896 2317420 0 2:-1,3:1,5:1,61:1
7320l 7320 0 -1 0 -395 -2868 1 2:-1,3:1,5:-1,61:1
7320m 7320 0 -1 0 -15 0 1 2:-1,3:1,5:-1,61:1
7320n 7320 0 -1 0 -1655 26472 0 2:-1,3:1,5:-1,61:-1
7320o 7320 0 -1 0 5 100 2 2:-1,3:1,5:-1,61:-1
7320p 7320 0 1 0 -57435 1695150 1 2:-1,3:-1,5:-1,61:-1
7320q 7320 0 1 0 -95 -150 1 2:-1,3:-1,5:-1,61:-1
7322a 7322 1 1 0 3722 -80044 1 2:1,7:-1,523:-1
7322b 7322 1 1 0 -1291 -18403 1 2:1,7:-1,523:-1
7322c 7322 1 0 0 -32 -106 0 2:-1,7:1,523:1
7322d 7322 1 1 1 14 -33 1 2:-1,7:1,523:-1
7322e 7322 1 0 0 -95 -1447 1 2:-1,7:-1,523:1
7322f 7322 1 -1 1 -72 267 1 2:-1,7:-1,523:1
7325a 7325 0 0 1 -5 1 1 5:1,293:1
7325b 7325 0 -1 1 -123 568 0 5:1,293:-1
7325c 7325 0 1 1 -3083 64869 0 5:-1,293:1
7325d 7325 0 0 1 -125 156 1 5:-1,293:-1
7326a 7326 1 -1 0 24 -4288 1 2:1,3:1,11:1,37:1
7326b 7326 1 -1 0 342 1012 0 2:1,3:-1,11:1,37:1
7326c 7326 1 -1 0 -13842 -226476 1 2:1,3:-1,11:1,37:-1
7326d 7326 1 -1 0 -545247 -72584883 0 2:1,3:-1,11:-1,37:-1
7326e 7326 1 -1 0 -249 -1459 0 2:1,3:-1,11:-1,37:-1
7326f 7326 1 -1 1 214 115561 1 2:-1,3:1,11:-1,37:1
7326g 7326 1 -1 1 40 -309 0 2:-1,3:-1,11:1,37:-1
7326h 7326 1 -1 1 -4289 108141 0 2:-1,3:-1,11:1,37:-1
7326i 7326 1 -1 1 -205079 -30776529 0 2:-1,3:-1,11:1,37:-1
7326j 7326 1 -1 1 49 -817 0 2:-1,3:-1,11:1,37:-1
7326k 7326 1 -1 1 -13469 4044147 0 2:-1,3:-1,11:1,37:-1
7326l 7326 1 -1 1 -500 6743 1 2:-1,3:-1,11:-1,37:-1
7326m 7326 1 -1 1 -332510 -70994131 1 2:-1,3:-1,11:-1,37:-1
7328a 7328 0 -1 0 -6 4 2 2:1,229:-1
7328b 7328 0 1 0 -6 -4 1 2:-1,229:-1
7329a 7329 1 1 1 7 2 2 3:1,7:1,349:-1
7329b 7329 1 0 1 -4196 104249 1 3:-1,7:1,349:-1
7330a 7330 1 0 1 -1904 31806 1 2:1,5:1,733:1
7330b 7330 1 0 1 -7879 251002 0 2:1,5:1,733:-1
7330c 7330 1 1 0 13 61 1 2:1,5:-1,733:-1
7330d 7330 1 0 1 -333 2306 1 2:1,5:-1,733:-1
7330e 7330 1 1 1 -2056 -32631 2 2:-1,5:1,733:1
7330f 7330 1 1 1 79 2593 1 2:-1,5:1,733:-1
7330g 7330 1 -1 1 -5433 155481 1 2:-1,5:1,733:-1
7330h 7330 1 0 0 15 -23 1 2:-1,5:-1,733:1
7332a 7332 0 -1 0 -525 153 1 2:-1,3:1,13:-1,47:1
7332b 7332 0 -1 0 123 990 1 2:-1,3:1,13:-1,47:1
7334a 7334 1 -1 0 -13 -11 2 2:1,19:-1,193:1
7334b 7334 1 1 1 -84069 -9417173 0 2:-1,19:1,193:1
7334c 7334 1 0 0 5597 37249 1 2:-1,19:1,193:-1
7335a 7335 0 0 1 132 1989 1 3:-1,5:1,163:-1
7335b 7335 0 0 1 -129603 -78123992 1 3:-1,5:1,163:-1
7335c 7335 1 -1 1 -7502 251876 1 3:-1,5:-1,163:1
7335d 7335 1 -1 1 -77 -196 1 3:-1,5:-1,163:1
7335e 7335 0 0 1 33 -743 0 3:-1,5:-1,163:-1
7337a 7337 0 0 1 19 -313 0 11:1,23:1,29:-1
7337b 7337 0 0 1 -1490 -22563 0 11:1,23:-1,29:1
7337c 7337 0 -1 1 -8 19 1 11:1,23:-1,29:-1
7337d 7337 0 1 1 -27 -66 1 11:-1,23:1,29:-1
7338a 7338 1 1 0 -4111 100645 1 2:1,3:1,1223:1
7338b 7338 1 1 0 -1587655 -770646923 0 2:1,3:1,1223:-1
7338c 7338 1 1 0 10 84 0 2:1,3:1,1223:-1
7338d 7338 1 0 1 -293 992 2 2:1,3:-1,1223:1
7338e 7338 1 0 1 -1127 -15766 1 2:1,3:-1,1223:-1
7338f 7338 1 1 1 -89 -25 2 2:-1,3:1,1223:1
7340a 7340 0 0 0 7 17 1 2:-1,5:1,367:-1
7340b 7340 0 1 0 -90 313 1 2:-1,5:-1,367:1
7344a 7344 0 0 0 -1620 25164 1 2:1,3:1,17:1
